i	ID	dateofDecision	senateNumber	chamberNumberCitation	chamberNumberText	judgesFromText_raw	judgesFromText	judgesFromCitation	Anordnung	link
4919	4918	1BvR1008/08	05.11.2008	1	1	1	 den Präsidenten Papier die Richter Eichberger Masing  	Papier, Eichberger, Masing	Papier, Eichberger, Masing	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/11/rk20081105_1bvr100808.html;jsessionid=3278F700D0CBA5F04EF4B80E5096AE75.2_cid392
4920	4919	1BvR2784/09	15.05.2012	1	3	3	 den Vizepräsidenten Kirchhof den Richter Schluckebier die Richterin Baer  	Kirchhof, Schluckebier, Baer	Kirchhof, Schluckebier, Baer	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/05/rk20120515_1bvr278409.html;jsessionid=9846BA0FAEEABB5BA24AA9C270E6E7CE.2_cid370
4921	4920	1BvR44/92	09.04.1998	1	1	1	 Vizepräsidenten Papier die Richter Grimm Hömig  	Papier, Grimm, Hömig	Papier, Grimm, Hömig	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/04/rk19980409_1bvr004492.html;jsessionid=94909819E4BC1AB7761BF329EED7A249.2_cid361
4922	4921	2BvR1280/01	10.08.2001	2	1	1	 Sommer Broß Mellinghoff  	Sommer, Broß, Mellinghoff	Sommer, Broß, Mellinghoff	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/08/rk20010810_2bvr128001.html;jsessionid=1A5C7763B55372D9DB010EBEA075CD89.2_cid361
4923	4922	2BvR1099/10	19.06.2012	2	NA	NA	 Präsident Voßkuhle Lübbe-Wolff Gerhardt Landau Huber Hermanns Müller Kessal-Wulf  	Voßkuhle, Lübbe-Wolff, Gerhardt, Landau, Huber, Hermanns, Müller, Kessal-Wulf	Voßkuhle, Lübbe-Wolff, Gerhardt, Landau, Huber, Hermanns, Müller, Kessal-Wulf	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/06/rs20120619_2bvr109910.html;jsessionid=2273AB988E04EE38416C7D0B8243408F.2_cid383
4924	4923	1BvR3268/07	18.08.2010	1	3	3	 den Vizepräsidenten Kirchhof die Richter Bryde Schluckebier  	Kirchhof, Bryde, Schluckebier	Kirchhof, Bryde, Schluckebier	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/08/rk20100818_1bvr326807.html;jsessionid=B69AD044311B5622E1A36C4E9D4444D4.2_cid392
4925	4924	1BvR2670/03	03.03.2004	1	3	NA	 den Präsidenten Papier den Richter Steiner die Richterin Hohmann-Dennhardt  	Papier, Steiner, Hohmann-Dennhardt	Papier, Steiner, Hohmann-Dennhardt	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/03/rk20040303_1bvr267003.html;jsessionid=DCDDC4801AA81DD5B61D5B6250672406.2_cid361
4926	4925	1BvR2137/06	28.02.2008	1	2	2	 die Richterin Hohmann-Dennhardt die Richter Gaier Kirchhof  	Hohmann-Dennhardt, Gaier, Kirchhof	Hohmann-Dennhardt, Gaier, Kirchhof	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/02/rk20080228_1bvr213706.html;jsessionid=5D562AB56F452A7EDF07762921C18389.2_cid383
4927	4926	1BvR479/04	03.05.2004	1	3	NA	 den Präsidenten Papier den Richter Steiner die Richterin Hohmann-Dennhardt  	Papier, Steiner, Hohmann-Dennhardt	Papier, Steiner, Hohmann-Dennhardt	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/05/rk20040503_1bvr047904.html;jsessionid=1CF1AB0F3B219C9845FD309BC75A45E0.2_cid394
4928	4927	2BvR1870/07	07.11.2008	2	3	3	 den Richter Mellinghoff die Richterin Lübbe-Wolff den Richter Gerhardt  	Mellinghoff, Lübbe-Wolff, Gerhardt	Mellinghoff, Lübbe-Wolff, Gerhardt	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/11/rk20081107_2bvr187007.html;jsessionid=C11DCFFEEE08E2A12A2CC6F43B3ECC2A.2_cid394
4929	4928	1BvR992/08	17.12.2008	1	2	2	 die Richterin Hohmann-Dennhardt die Richter Gaier Kirchhof  	Hohmann-Dennhardt, Gaier, Kirchhof	Hohmann-Dennhardt, Gaier, Kirchhof	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/12/rk20081217_1bvr099208.html;jsessionid=268DF36053F5BD60025805690B0B4CF6.2_cid392
4930	4929	1BvR1157/12	28.06.2014	1	3	3	 den Vizepräsidenten Kirchhof   den Richter Masing   die Richterin Baer  	Kirchhof, Masing, Baer	Kirchhof, Masing, Baer	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2014/06/rk20140628_1bvr115712.html;jsessionid=01FD6332C776CDBC071087ED0637D947.2_cid361
4931	4930	2BvR1769/04	08.12.2005	2	1	NA	 den Vizepräsidenten Hassemer die Richter Di Fabio Landau  	Hassemer, Di Fabio, Landau	Hassemer, DiFabio, Landau	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/12/rk20051208_2bvr176904.html;jsessionid=0CC78EAB091323DC79632828401B1724.2_cid394
4932	4931	1BvR2069/98	20.10.1999	1	2	2	 Richter Kühling die Richterin Jaeger den Richter Steiner  	Kühling, Jaeger, Steiner	Kühling, Jaeger, Steiner	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/10/rk19991020_1bvr206998.html;jsessionid=CD5EB8B6109EA5038E7755C4CE704886.2_cid361
4933	4932	2BvR1971/01	11.01.2002	2	3	3	 die Richterin Präsidentin Limbach die Richter Hassemer Mellinghoff  	Limbach, Hassemer, Mellinghoff	Limbach, Hassemer, Mellinghoff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/01/rk20020111_2bvr197101.html;jsessionid=518ABEB2F6ADAD10A0FE51BEA7661AFB.2_cid361
4934	4933	1BvR683/03	29.04.2003	1	2	2	 die Richterin Jaeger die Richter Hömig Bryde  	Jaeger, Hömig, Bryde	Jaeger, Hömig, Bryde, 	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/04/rk20030429_1bvr068303.html;jsessionid=AC1E978DE56A7FDAB0FBB5ABFDF73990.2_cid370
4935	4934	2BvR2307/94	15.03.1999	2	2	2	 Präsidentin Limbach die Richter Winter Hassemer  	Limbach, Winter, Hassemer	Limbach, Winter, Hassemer	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/03/rk19990315_2bvr230794.html;jsessionid=4E42AB9579CC4CC7E9B7BD592F801783.2_cid361
4936	4935	1BvQ5/02	01.03.2002	1	1	1	 den Vizepräsidenten Papier die Richterin Hohmann-Dennhardt den Richter Hoffmann-Riem  	Papier, Hohmann-Dennhardt, Hoffmann-Riem	Papier, Hohmann-Dennhardt, Hoffmann-Riem	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/03/qk20020301_1bvq000502.html;jsessionid=89AAD0108179B905194CC9986A614D6D.2_cid392
4937	4936	2BvR881/01	06.07.2001	2	4	4	 die Richterin Präsidentin Limbach die Richter Jentsch Di Fabio  	Limbach, Jentsch, Di Fabio	Limbach, Jentsch, DiFabio	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/07/rk20010706_2bvr088101.html;jsessionid=EA47E90F1E095C2B14327FACAD6C592B.2_cid392
4938	4937	2BvR1621/03	05.02.2004	2	3	NA	 den Vizepräsidenten Hassemer die Richterin Osterloh den Richter Mellinghoff  	Hassemer, Osterloh, Mellinghoff	Hassemer, Osterloh, Mellinghoff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/02/rk20040205_2bvr162103.html;jsessionid=88BAEA4CFE93339DCCFFCCDE5BFBCAE4.2_cid370
4939	4938	1BvR2049/11	29.08.2011	1	NA	2	 die Richter Gaier Paulus die Richterin Britz  	Gaier, Paulus, Britz	Gaier, Paulus, Britz	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/08/rk20110829_1bvr204911.html;jsessionid=C1372044A00A99785C88E5DB27E050CE.2_cid383
4940	4939	1BvR3060/11	02.02.2012	1	2	2	 die Richter Gaier Paulus die Richterin Britz  	Gaier, Paulus, Britz	Gaier, Paulus, Britz	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/02/rk20120202_1bvr306011.html;jsessionid=EFBD61370577F139CF7920D0E16164D5.2_cid361
4941	4940	1BvR2115/02	17.07.2003	1	2	NA	 die Richterin Jaeger die Richter Hömig Bryde  	Jaeger, Hömig, Bryde	Jaeger, Hömig, Bryde	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/07/rk20030717_1bvr211502.html;jsessionid=FED6FCAA5A87E285485DE03740831798.2_cid393
4942	4941	2BvR430/01	19.03.2001	2	3	3	 die Richterin Präsidentin Limbach   die Richter Hassemer   Mellinghoff  	Limbach, Hassemer, Mellinghoff	Limbach, Hassemer, Mellinghoff	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/03/rk20010319_2bvr043001.html;jsessionid=C89EDAD855C42880FF104E0F40E72D02.2_cid383
4943	4942	2BvR172/01	16.03.2004	2	2	2	 die Richter Jentsch Broß die Richterin Lübbe-Wolff  	Jentsch, Broß, Lübbe-Wolff	Jentsch, Broß, Lübbe-Wolff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/03/rk20040316_2bvr017201.html;jsessionid=74C28DADF5CFA0D4831486D2FC3C89A0.2_cid393
4944	4943	2BvR939/07	13.11.2007	2	2	2	 den Richter Broß die Richterin Lübbe-Wolff den Richter Gerhardt  	Broß, Lübbe-Wolff, Gerhardt	Broß, Lübbe-Wolff, Gerhardt	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2007/11/rk20071113_2bvr093907.html;jsessionid=9550326B74B50CD5057F6E4D26F2CA00.2_cid394
4945	4944	2BvR1175/10	13.04.2012	2	2	2	 den Richter Gerhardt die Richterin Hermanns den Richter Müller  	Gerhardt, Hermanns, Müller	Gerhardt, Hermanns, Müller	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/04/rk20120413_2bvr117510.html;jsessionid=2F21385028B92F6A3B7F690C44A88C8A.2_cid361
4946	4945	2BvR1142/12	11.07.2012	2	3	3	 die Richterin Lübbe-Wolff den Richter Huber die Richterin Kessal-Wulf  	Lübbe-Wolff, Huber, Kessal-Wulf	Lübbe-Wolff, Huber, Kessal-Wulf	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/07/rk20120711_2bvr114212.html;jsessionid=CC0304C17B08BAA591E17299A08B3CEE.2_cid392
4947	4946	1BvR6/97	19.07.2000	1	1	1	 den Vizepräsidenten Papier die Richter Steiner Hoffmann-Riem  	Papier, Steiner, Hoffmann-Riem	Papier, Steiner, Hoffmann-Riem	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/07/rk20000719_1bvr000697.html;jsessionid=FEF1C036F6AF4737B3FD50BFB2C73B00.2_cid383
4948	4947	1BvR237/97	20.05.2003	1	3	3	 den Präsidenten Papier den Richter Steiner die Richterin Hohmann-Dennhardt  	Papier, Steiner, Hohmann-Dennhardt	Papier, Steiner, Hohmann-Dennhardt	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/05/rk20030520_1bvr023797.html;jsessionid=6F9D8B1362E196FC706522AFBA90B900.2_cid393
4949	4948	2BvR1206/98	16.07.1998	2	3	3	 Präsidentin Limbach die Richterin Graßhof den Richter Kirchhof  	Limbach, Graßhof, Kirchhof	Limbach, Kirchhof, Graßhof	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/07/rk19980716_2bvr120698.html;jsessionid=B9BC72234980F6E821EE2C47BA84AD30.2_cid392
4950	4949	2BvR1372/00	21.08.2000	2	3	3	 die Richterin Präsidentin Limbach die Richter Sommer Broß  	Limbach, Sommer, Broß	Limbach, Sommer, Broß	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/08/rk20000821_2bvr137200.html;jsessionid=B936E3B7FE84BCE89255E956407C2149.2_cid361
4951	4950	2BvR2131/95	16.03.1999	2	1	1	 Richter Sommer Broß die Richterin Osterloh  	Sommer, Broß, Osterloh	Osterloh, Sommer, Broß	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/03/rk19990316_2bvr213195.html;jsessionid=4E42AB9579CC4CC7E9B7BD592F801783.2_cid361
4952	4951	1BvR581/00	03.11.2000	1	2	2	 Richter Kühling die Richterin Jaeger den Richter Hömig  	Kühling, Jaeger, Hömig	Kühling, Jaeger, Hömig	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/11/rk20001103_1bvr058100.html;jsessionid=38FE7DA510AF7AF08BA12845E5861911.2_cid392
4953	4952	2BvR707/01	30.01.2002	2	3	3	 die Richterin Präsidentin Limbach die Richter Hassemer Mellinghoff  	Limbach, Hassemer, Mellinghoff	Limbach, Hassemer, Mellinghoff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/01/rk20020130_2bvr070701.html;jsessionid=149682A0A6CA2B20E71714AF280C65F2.2_cid394
4954	4953	2BvR1261/99	25.05.2001	2	1	1	 die Richter Sommer Broß Mellinghoff  	Sommer, Broß, Mellinghoff	Sommer, Broß, Mellinghoff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/05/rk20010525_2bvr126199.html;jsessionid=E62FF95B6F2B845558E317593D5F8A85.2_cid394
4955	4954	1BvR320/09	06.08.2009	1	2	2	 die Richterin Hohmann-Dennhardt die Richter Gaier Kirchhof  	Hohmann-Dennhardt, Gaier, Kirchhof	Hohmann-Dennhardt, Gaier, Kirchhof	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/08/rk20090806_1bvr032009.html;jsessionid=3768D7982C2596C78554F472FC3CE4DB.2_cid383
4956	4955	1BvR1522/03	02.10.2003	1	2	2	 die Richterin Jaeger die Richter Hömig Bryde  	Jaeger, Hömig, Bryde	Jaeger, Hömig, Bryde, 	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/10/rk20031002_1bvr152203.html;jsessionid=D169B845D9CB85BEAD85F6D7448BD132.2_cid394
4957	4956	1BvR1933/08	21.12.2011	1	1	1	 den Vizepräsidenten Kirchhof die Richter Eichberger Masing  	Kirchhof, Eichberger, Masing	Kirchhof, Eichberger, Masing	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/12/rk20111221_1bvr193308.html;jsessionid=33F08953B54061EF6AFA1FC9FB264A43.2_cid393
4958	4957	2BvR592/99	14.05.1999	2	2	2	 Präsidentin Limbach die Richter Winter Hassemer  	Limbach, Winter, Hassemer	Limbach, Winter, Hassemer	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/05/rk19990514_2bvr059299.html;jsessionid=8881AFBC8B2D8DFA06D4D3655BE38375.2_cid361
4959	4958	1BvR854/02	07.11.2002	1	1	NA	 den Präsidenten Papier die Richter Steiner Hoffmann-Riem  	Papier, Steiner, Hoffmann-Riem	Papier, Steiner, Hoffmann-Riem	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/11/rk20021107_1bvr085402.html;jsessionid=CEFFACB0261CA331565E78B26A4917B0.2_cid394
4960	4959	1BvQ8/00	29.06.2000	1	2	2	 den Richter Kühling die Richterin Jaeger den Richter Hömig  	Kühling, Jaeger, Hömig	Kühling, Jaeger, Hömig	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2000/06/qk20000629_1bvq000800.html;jsessionid=C6C16DC65AC342B98DEFDBF2D0AA4089.2_cid394
4961	4960	1BvR1677/03	29.09.2003	1	1	1	 den Präsidenten Papier die Richterin Haas den Richter Hoffmann-Riem  	Papier, Haas, Hoffmann-Riem	Papier, Haas, Hoffmann-Riem	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/09/rk20030929_1bvr167703.html;jsessionid=3918D6B1C6623B28AD6110DC5784BE3E.2_cid393
4962	4961	1BvR2056/12	10.11.2015	1	NA	NA	 Vizepräsident Kirchhof   Gaier   Eichberger   Schluckebier   Masing   Paulus   Baer   Britz  	Kirchhof, Gaier, Eichberger, Schluckebier, Masing, Paulus, Baer, Britz	Kirchhof, Gaier, Eichberger, Schluckebier, Masing, Paulus, Baer, Britz	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/11/rs20151110_1bvr205612.html;jsessionid=C63C9442813369C06B76D2FE3C4C1410.2_cid383
4963	4962	2BvR2122/09	27.07.2010	2	1	1	 die Richterin Osterloh die Richter Mellinghoff Gerhardt  	Osterloh, Mellinghoff, Gerhardt	Osterloh, Mellinghoff, Gerhardt	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2010/07/rk20100727_2bvr212209.html;jsessionid=D81C7F795EEA8BF0221554506B5F51AF.2_cid383
4964	4963	1BvR1241/97	16.08.2002	1	2	2	 die Richterin Jaeger die Richter Hömig Bryde  	Jaeger, Hömig, Bryde	Jaeger, Hömig, Bryde, 	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/08/rk20020816_1bvr124197.html;jsessionid=02E993E44D5A1040786F05A9FD2E9768.2_cid361
4965	4964	1BvR1050/01	19.10.2001	1	2	2	 die Richterin Jaeger die Richter Hömig Bryde  	Jaeger, Hömig, Bryde	Jaeger, Hömig, Bryde	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2001/10/rk20011019_1bvr105001.html;jsessionid=B11A81811946F08052985C323C43A4F8.2_cid393
4966	4965	1BvR2639/08	02.12.2008	1	3	3	 den Präsidenten Papier die Richter Bryde Schluckebier  	Papier, Bryde, Schluckebier	Papier, Bryde, Schluckebier	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/12/rk20081202_1bvr263908.html;jsessionid=0C96D6E613BA6C7767BA71DBBDA0DEE2.2_cid361
4967	4966	2BvR1745/01	29.10.2003	2	2	2	 die Richter Jentsch Broß die Richterin Lübbe-Wolff  	Jentsch, Broß, Lübbe-Wolff	Jentsch, Broß, Lübbe-Wolff	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/10/rk20031029_2bvr174501.html;jsessionid=90F6DD276D2B116264A86EE5DAC31753.2_cid394
4968	4967	2BvQ5/98	05.03.1998	2	2	2	 Richterin Präsidentin Limbach die Richter Kruis Winter  	Limbach, Kruis, Winter	Limbach, Winter, Kruis	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/03/qk19980305_2bvq000598.html;jsessionid=0E3D4EB62F5AFD59C76206072FC8DA05.2_cid392
4969	4968	1BvR1506/04	27.08.2004	1	2	2	 die Richterinnen Jaeger Haas den Richter Bryde  	Jaeger, Haas, Bryde	Jaeger, Haas, Bryde	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/08/rk20040827_1bvr150604.html;jsessionid=F4F9565F5A0F9FB891F0E91FA2F4BE84.2_cid392
4970	4969	2BvR804/14	29.04.2015	2	1	1	 den Präsidenten Voßkuhle   den Richter Landau   die Richterin Hermanns  	Voßkuhle, Landau, Hermanns	Voßkuhle, Landau, Hermanns	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/04/rk20150429_2bvr080414.html;jsessionid=FF8A58467823BABAABEEA89F8A895173.2_cid370
4971	4970	1BvR1424/02	12.11.2003	1	3	NA	 den Präsidenten Papier den Richter Steiner die Richterin Hohmann-Dennhardt  	Papier, Steiner, Hohmann-Dennhardt	Papier, Steiner, Hohmann-Dennhardt	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2003/11/rk20031112_1bvr142402.html;jsessionid=90F6DD276D2B116264A86EE5DAC31753.2_cid394
4972	4971	2BvR1613/15	28.10.2015	2	3	3	 die Richter Huber   Müller   Maidowski  	Huber, Müller, Maidowski	Huber, Müller, Maidowski	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2015/10/rk20151028_2bvr161315.html;jsessionid=4C5A0C7FEA54A4C747FFD24DF4399C9E.2_cid383
4973	4972	2BvR1793/94	19.11.1999	2	2	2	 die Richterin Präsidentin Limbach die Richter Jentsch Hassemer  	Limbach, Jentsch, Hassemer	Limbach, Jentsch, Hassemer	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/11/rk19991119_2bvr179394.html;jsessionid=8252ED6DFBC317F6E5E16E1A7B9D8ED0.2_cid394
4974	4973	1BvR1335/04	02.07.2004	1	2	NA	 die Richterin Jaeger die Richter Hömig Bryde  	Jaeger, Hömig, Bryde	Jaeger, Hömig, Bryde	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2004/07/rk20040702_1bvr133504.html;jsessionid=E2254FF5C5B62C7EB63CFD59534DD6A3.2_cid383
4975	4974	1BvR388/05	07.03.2011	1	1	1	 den Vizepräsidenten Kirchhof die Richter Eichberger Masing  	Kirchhof, Eichberger, Masing	Kirchhof, Eichberger, Masing	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/03/rk20110307_1bvr038805.html;jsessionid=50F91E4FF539A4ECC579B98A5E1F6B57.2_cid393
4976	4975	1BvR1842/111BvR1843/11	23.10.2013	1	NA	NA	 Vizepräsident Kirchhof Gaier Eichberger Schluckebier Masing Paulus Baer Britz  	Kirchhof, Gaier, Eichberger, Schluckebier, Masing, Paulus, Baer, Britz	Kirchhof, Gaier, Eichberger, Schluckebier, Masing, Paulus, Baer, Britz	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2013/10/rs20131023_1bvr184211.html;jsessionid=13D033ED45A5B1C0BED1B2AA2E40FBB6.2_cid393
4977	4976	1BvR885/11	17.01.2012	1	2	2	 die Richter Gaier Paulus die Richterin Britz  	Gaier, Paulus, Britz	Gaier, Paulus, Britz	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/01/rk20120117_1bvr088511.html;jsessionid=0FE0B7E1DBB67116B53038BCFB1B6FFC.2_cid392
4978	4977	1BvR2251/01	27.09.2002	1	2	2	 die Richterin Jaeger die Richter Hömig Bryde  	Jaeger, Hömig, Bryde	Jaeger, Hömig, Bryde	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/09/rk20020927_1bvr225101.html;jsessionid=6D606D72885ADEC427E4DEC4659BB909.2_cid383
4979	4978	2BvR61/96	12.05.1998	2	2	2	 Kruis Winter Hassemer  	Kruis, Winter, Hassemer	Kruis, Winter, Hassemer	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1998/05/rk19980512_2bvr006196.html;jsessionid=22DE9A56B5AE7F2AC1621AC313EA584B.2_cid394
4980	4979	2BvR447/05	13.12.2005	2	2	2	 den Richter Broß die Richterin Lübbe-Wolff den Richter Gerhardt  	Broß, Lübbe-Wolff, Gerhardt	Broß, Lübbe-Wolff, Gerhardt	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2005/12/rk20051213_2bvr044705.html;jsessionid=0CC78EAB091323DC79632828401B1724.2_cid394
4981	4980	1BvR1737/10	24.03.2011	1	3	3	 den Vizepräsidenten Kirchhof den Richter Schluckebier die Richterin Baer  	Kirchhof, Schluckebier, Baer	Kirchhof, Schluckebier, Baer	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2011/03/rk20110324_1bvr173710.html;jsessionid=BE1B3AC7EAC09A137510248C690328EA.2_cid393
4982	4981	2BvR1206/98	11.03.1999	2	NA	NA	 Präsidentin Limbach Kirchhof Winter Sommer Jentsch Broß Osterloh  	Limbach, Kirchhof, Winter, Sommer, Jentsch, Broß, Osterloh	Limbach, Kirchhof, Winter, Sommer, Jentsch, Broß, Osterloh	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/1999/03/rs19990311_2bvr120698.html;jsessionid=12DFCDD3307807381468EEF66D9473CF.2_cid383
4983	4982	1BvR217/07,	None	NA	NA	NA	 	No names in the text	Judges:, Papier,, Hohmann-Dennhardt,, Hoffmann-Riem	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/EN/2007/02/rk20070209_1bvr021707en.html;jsessionid=45943E37C582A85927D6A3ED0314B868.2_cid370
4984	4983	2BvR66/01	24.09.2002	2	3	3	 den Vizepräsidenten Hassemer die Richterin Osterloh den Richter Mellinghoff  	Hassemer, Osterloh, Mellinghoff	Hassemer, Osterloh, Mellinghoff	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2002/09/rk20020924_2bvr006601.html;jsessionid=6D606D72885ADEC427E4DEC4659BB909.2_cid383
4985	4984	2BvR454/08	09.04.2008	2	3	3	 den Richter Broß die Richterin Osterloh den Richter Mellinghoff  	Broß, Osterloh, Mellinghoff	Broß, Osterloh, Mellinghoff	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2008/04/rk20080409_2bvr045408.html;jsessionid=CA8A581EB87E5CC300CD5AB3188869DC.2_cid394
4986	4985	2BvQ31/12	16.07.2012	2	2	2	 den Richter Gerhardt die Richterin Hermanns den Richter Müller  	Gerhardt, Hermanns, Müller	Gerhardt, Hermanns, Müller	1	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2012/07/qk20120716_2bvq003112.html;jsessionid=CC0304C17B08BAA591E17299A08B3CEE.2_cid392
4987	4986	1BvR443/09	29.10.2009	1	2	2	 die Richterin Hohmann-Dennhardt die Richter Gaier Kirchhof  	Hohmann-Dennhardt, Gaier, Kirchhof	Hohmann-Dennhardt, Gaier, Kirchhof	0	http://www.bundesverfassungsgericht.de/SharedDocs/Entscheidungen/DE/2009/10/rk20091029_1bvr044309.html;jsessionid=C618B1329FD9E0BBD6C2B9F5AAAE8278.2_cid361
